time (s), 25.00000, time (s), 100.000000
2.650000000000000000e+02,8.094548716770503916e+00,2.650000000000000000e+02,1.699854871677050383e+01
2.660000000000000000e+02,7.894548716770501962e+00,2.660000000000000000e+02,1.689854871677050241e+01
2.670000000000000000e+02,7.794548716770502317e+00,2.670000000000000000e+02,1.699854871677050383e+01
2.680000000000000000e+02,7.794548716770502317e+00,2.680000000000000000e+02,1.679854871677050454e+01
2.690000000000000000e+02,7.894548716770501962e+00,2.690000000000000000e+02,1.679854871677050454e+01
2.700000000000000000e+02,7.894548716770501962e+00,2.700000000000000000e+02,1.659854871677050525e+01
2.710000000000000000e+02,7.794548716770502317e+00,2.710000000000000000e+02,1.659854871677050525e+01
2.720000000000000000e+02,7.894548716770501962e+00,2.720000000000000000e+02,1.649854871677050383e+01
2.730000000000000000e+02,7.794548716770502317e+00,2.730000000000000000e+02,1.659854871677050525e+01
2.740000000000000000e+02,7.794548716770502317e+00,2.740000000000000000e+02,1.669854871677050312e+01
2.750000000000000000e+02,7.794548716770502317e+00,2.750000000000000000e+02,1.649854871677050383e+01
2.760000000000000000e+02,7.594548716770503027e+00,2.760000000000000000e+02,1.659854871677050525e+01
2.770000000000000000e+02,7.794548716770502317e+00,2.770000000000000000e+02,1.639854871677050241e+01
2.780000000000000000e+02,7.694548716770502672e+00,2.780000000000000000e+02,1.629854871677050454e+01
2.790000000000000000e+02,7.694548716770502672e+00,2.790000000000000000e+02,1.639854871677050241e+01
2.800000000000000000e+02,7.494548716770502494e+00,2.800000000000000000e+02,1.619854871677050312e+01
2.810000000000000000e+02,7.594548716770503027e+00,2.810000000000000000e+02,1.609854871677050525e+01
2.820000000000000000e+02,7.494548716770502494e+00,2.820000000000000000e+02,1.599854871677050383e+01
2.830000000000000000e+02,7.594548716770503027e+00,2.830000000000000000e+02,1.599854871677050383e+01
2.840000000000000000e+02,7.494548716770502494e+00,2.840000000000000000e+02,1.589854871677050241e+01
2.850000000000000000e+02,7.494548716770502494e+00,2.850000000000000000e+02,1.589854871677050241e+01
2.860000000000000000e+02,7.594548716770503027e+00,2.860000000000000000e+02,1.579854871677050454e+01
2.870000000000000000e+02,7.494548716770502494e+00,2.870000000000000000e+02,1.579854871677050454e+01
2.880000000000000000e+02,7.494548716770502494e+00,2.880000000000000000e+02,1.569854871677050312e+01
2.890000000000000000e+02,7.394548716770502850e+00,2.890000000000000000e+02,1.569854871677050312e+01
2.900000000000000000e+02,7.494548716770502494e+00,2.900000000000000000e+02,1.559854871677050348e+01
2.910000000000000000e+02,7.294548716770502317e+00,2.910000000000000000e+02,1.559854871677050348e+01
2.920000000000000000e+02,7.394548716770502850e+00,2.920000000000000000e+02,1.569854871677050312e+01
2.930000000000000000e+02,7.394548716770502850e+00,2.930000000000000000e+02,1.549854871677050383e+01
2.940000000000000000e+02,7.294548716770502317e+00,2.940000000000000000e+02,1.559854871677050348e+01
2.950000000000000000e+02,7.294548716770502317e+00,2.950000000000000000e+02,1.539854871677050419e+01
