time (s), 25.000000,time (s), 100.000000
1.380000000000000000e+02,1.226664204784441026e+01,1.380000000000000000e+02,3.108164204784441154e+01
1.390000000000000000e+02,1.236664204784440990e+01,1.390000000000000000e+02,3.118164204784441296e+01
1.400000000000000000e+02,1.236664204784440990e+01,1.400000000000000000e+02,3.118164204784441296e+01
1.410000000000000000e+02,1.246664204784440955e+01,1.410000000000000000e+02,3.118164204784441296e+01
1.420000000000000000e+02,1.236664204784440990e+01,1.420000000000000000e+02,3.118164204784441296e+01
1.430000000000000000e+02,1.256664204784440919e+01,1.430000000000000000e+02,3.128164204784441083e+01
1.440000000000000000e+02,1.266664204784441061e+01,1.440000000000000000e+02,3.138164204784441225e+01
1.450000000000000000e+02,1.276664204784441026e+01,1.450000000000000000e+02,3.128164204784441083e+01
1.550000000000000000e+02,1.256664204784440919e+01,1.550000000000000000e+02,3.058164204784441154e+01
1.560000000000000000e+02,1.246664204784440955e+01,1.560000000000000000e+02,3.018164204784441296e+01
1.570000000000000000e+02,1.246664204784440955e+01,1.570000000000000000e+02,2.988164204784441225e+01
1.580000000000000000e+02,1.226664204784441026e+01,1.580000000000000000e+02,2.968164204784441296e+01
1.590000000000000000e+02,1.236664204784440990e+01,1.590000000000000000e+02,2.958164204784441154e+01
1.600000000000000000e+02,1.226664204784441026e+01,1.600000000000000000e+02,2.928164204784441083e+01
1.610000000000000000e+02,1.206664204784440919e+01,1.610000000000000000e+02,2.908164204784441154e+01
1.620000000000000000e+02,1.196664204784440955e+01,1.620000000000000000e+02,2.908164204784441154e+01
1.630000000000000000e+02,1.186664204784440990e+01,1.630000000000000000e+02,2.878164204784441083e+01
1.640000000000000000e+02,1.186664204784440990e+01,1.640000000000000000e+02,2.848164204784441011e+01
1.650000000000000000e+02,1.186664204784440990e+01,1.650000000000000000e+02,2.848164204784441011e+01
1.660000000000000000e+02,1.186664204784440990e+01,1.660000000000000000e+02,2.828164204784441083e+01
1.670000000000000000e+02,1.166664204784441061e+01,1.670000000000000000e+02,2.798164204784441011e+01
1.680000000000000000e+02,1.166664204784441061e+01,1.680000000000000000e+02,2.778164204784441083e+01
1.690000000000000000e+02,1.156664204784440919e+01,1.690000000000000000e+02,2.768164204784441296e+01
1.700000000000000000e+02,1.146664204784440955e+01,1.700000000000000000e+02,2.748164204784441011e+01
1.710000000000000000e+02,1.146664204784440955e+01,1.710000000000000000e+02,2.728164204784441083e+01
